id_inquilino,horario,bioritmo,nivel_educativo,leer,animacion,cine,mascotas,cocinar,deporte,dieta,fumador,visitas,orden,musica_tipo,musica_alta,plan_perfecto,instrumento
1210,2,1,2,0,1,0,1,1,1,1,1,1,1,3,1,1,1
1211,0,1,2,0,1,0,1,0,1,0,1,0,1,2,1,1,1
1212,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0
1213,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1
1214,0,0,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0
1215,0,0,0,0,0,1,0,0,1,1,0,1,1,2,0,1,0
1216,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1
1217,2,1,2,0,1,0,1,0,1,1,1,1,1,3,1,1,1
1218,2,0,2,1,0,1,1,0,0,1,0,0,0,0,0,1,1
1219,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0
1220,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0
1221,2,1,2,0,1,0,1,1,0,1,1,1,1,1,1,0,1
1222,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0
1223,2,1,2,1,1,1,0,1,1,1,1,1,0,1,1,1,1
1224,0,0,2,1,0,1,0,0,0,0,0,1,0,2,0,0,0
1225,0,1,2,1,0,1,1,0,0,1,1,0,1,2,0,0,0
1226,2,1,2,0,1,0,1,1,1,1,1,1,1,0,1,0,1
1227,2,1,2,0,1,1,1,1,1,1,0,1,1,3,1,1,1
1228,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
1229,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1230,2,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1231,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1232,2,1,2,0,1,0,1,1,1,1,1,1,1,3,1,1,1
1233,2,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1
1234,0,0,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0
1235,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0
1236,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1237,2,1,2,0,1,0,1,1,1,1,1,1,0,3,1,1,1
1238,2,0,1,0,1,0,1,0,1,1,1,1,1,2,1,1,1
1239,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
1240,2,1,1,0,1,1,1,1,1,1,1,1,1,2,0,1,1
1241,2,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0
1242,0,1,2,1,0,1,1,0,0,0,0,0,0,2,1,0,0
1243,2,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1244,2,1,2,0,1,0,1,0,0,1,1,1,1,3,1,1,1
1245,0,0,2,1,0,1,0,1,0,0,0,1,0,0,1,0,0
1246,2,0,0,1,0,1,1,0,1,0,0,0,0,2,0,0,1
1247,0,0,2,1,0,1,1,0,1,1,0,1,0,2,0,0,0
1248,2,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1
1249,2,1,2,0,1,0,1,1,1,1,1,0,1,3,1,1,1
1250,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0
1251,2,1,2,0,1,0,1,1,1,1,1,1,1,3,1,1,1
1252,2,1,2,0,0,0,1,1,0,1,1,1,1,0,1,1,1
1253,2,1,2,0,1,1,1,1,0,1,1,0,1,3,1,0,1
1254,2,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1
1255,2,1,2,0,1,0,1,1,1,1,1,1,0,3,1,1,1
1256,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1
1257,2,0,1,0,1,1,1,0,1,1,1,1,0,3,0,1,1
1258,0,0,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0
1259,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1
1260,2,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1
1261,0,0,2,0,1,1,0,0,1,1,0,0,0,2,0,0,0
1262,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1263,2,1,1,0,1,0,1,1,1,1,1,1,1,2,0,1,0
1264,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1265,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1266,0,1,0,1,0,1,0,0,0,1,0,1,0,3,0,0,1
1267,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1
1268,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1269,0,1,0,1,0,1,0,0,0,0,1,0,0,2,1,0,0
1270,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0
1271,0,1,0,0,0,1,1,0,0,0,1,0,1,2,0,0,0
1272,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1
1273,0,0,0,1,0,1,1,1,0,0,0,0,0,2,1,0,0
1274,0,1,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0
1275,2,0,2,0,0,0,0,1,0,1,0,1,1,2,0,0,0
1276,0,1,2,0,1,0,1,1,1,1,1,0,0,3,1,1,1
1277,2,1,1,0,1,0,1,1,1,0,0,1,1,3,1,0,1
1278,2,1,2,0,1,0,1,0,1,1,1,1,0,3,1,1,1
1279,0,0,2,1,1,0,1,1,1,1,1,1,0,3,1,1,1
1280,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0
1281,2,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1
1282,2,0,0,1,0,1,0,0,0,0,0,1,0,2,1,0,0
1283,2,1,2,0,1,0,1,1,1,1,1,1,0,0,1,1,1
1284,2,1,0,1,0,0,1,1,1,1,1,1,1,2,1,1,1
1285,2,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1
1286,0,1,0,1,1,1,0,0,1,0,1,0,0,2,1,1,0
1287,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1288,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1289,2,0,2,1,0,1,1,0,0,1,1,0,0,2,0,0,0
1290,0,0,2,0,1,1,1,0,0,1,0,0,0,0,0,0,1
1291,2,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0
1292,2,1,2,0,1,0,1,1,1,1,1,1,1,3,1,0,0
1293,0,0,0,1,0,1,1,1,1,0,0,0,0,2,1,0,0
1294,0,1,0,1,0,1,0,0,1,0,1,0,0,2,1,0,0
1295,0,0,2,1,0,1,0,0,1,0,0,1,0,0,1,0,0
1296,2,0,0,1,0,1,0,0,0,0,1,1,0,2,0,0,0
1297,2,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0
1298,2,0,2,1,0,1,0,0,1,0,0,0,0,3,0,0,0
1299,0,0,2,1,0,1,0,1,1,0,0,0,1,1,0,0,0
1300,2,1,2,1,0,1,0,1,0,0,0,0,1,1,0,0,0
1301,0,0,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0
1302,0,1,2,0,0,0,1,1,1,1,1,1,1,3,1,1,1
1303,0,0,1,1,0,1,0,0,0,0,1,0,0,2,1,0,0
1304,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1305,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,1
1306,2,1,2,0,1,0,1,1,1,1,1,1,1,3,0,1,1
1307,0,0,2,1,0,1,1,0,0,0,0,0,0,2,1,0,0
1308,2,1,2,0,1,0,1,1,1,1,1,1,1,3,1,1,1
1309,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1310,0,0,2,1,0,1,0,1,1,1,1,1,0,2,0,0,1
1311,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1312,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1313,2,1,2,0,1,0,0,1,0,1,0,1,1,3,1,1,1
1314,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0
1315,2,1,2,0,0,0,1,1,1,0,1,1,1,1,0,1,1
1316,2,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0
1317,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0
1318,0,0,1,1,0,1,1,0,0,0,1,0,1,2,1,0,1
1319,2,1,2,1,1,0,1,1,1,0,1,1,1,3,1,1,1
1320,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1
1321,2,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1
1322,0,1,2,1,0,1,1,0,1,0,0,1,0,2,1,0,0
1323,0,1,2,0,1,1,0,1,1,1,1,0,1,3,1,1,1
1324,0,1,0,1,0,1,0,0,1,0,0,1,0,2,0,1,0
1325,2,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1
1326,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0
1327,0,0,0,1,0,1,0,0,1,0,0,0,1,2,0,0,0
1328,0,0,0,1,0,1,0,0,0,1,0,0,1,2,1,1,0
1329,2,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
1330,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1
1331,2,0,2,0,0,0,1,1,1,1,1,0,1,3,1,1,1
1332,0,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0
1333,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1334,2,1,0,0,1,0,1,1,0,0,1,1,1,3,1,1,0
1335,2,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1
1336,2,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0
1337,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1338,2,1,0,0,1,0,1,1,1,1,1,0,1,3,0,1,1
1339,2,0,2,1,0,1,1,1,1,1,0,1,0,1,1,1,1
1340,2,1,1,1,1,0,1,1,1,1,0,1,1,2,0,1,1
1341,0,1,0,1,0,1,1,0,0,0,0,1,0,2,0,1,0
1342,2,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1
1343,2,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1
1344,0,0,2,0,0,1,0,0,0,1,1,1,1,0,0,0,0
1345,2,0,2,0,1,0,1,1,1,0,1,1,1,3,1,0,1
1346,0,1,1,0,1,0,1,1,1,1,1,1,0,3,1,1,0
1347,2,1,2,0,0,0,1,1,0,1,1,0,1,3,0,0,1
1348,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0
1349,0,1,2,1,0,1,0,0,0,0,0,0,0,3,0,1,0
1350,0,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1351,0,0,0,1,0,1,0,1,1,1,0,0,0,2,0,0,0
1352,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0
1353,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1354,2,1,2,0,1,0,0,1,0,1,1,1,1,2,1,0,1
1355,0,0,0,1,0,1,0,1,0,0,1,0,0,2,0,1,0
1356,0,0,2,1,0,1,0,1,1,0,0,0,1,0,1,0,0
1357,2,0,0,1,0,1,0,0,1,0,1,0,0,2,0,0,0
1358,2,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1
1359,2,1,2,0,1,1,1,1,1,1,0,1,1,1,1,0,0
1360,2,0,2,0,1,0,1,1,1,1,0,1,1,1,1,1,1
1361,2,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1
1362,0,0,2,1,1,1,0,1,0,0,0,0,1,2,0,0,0
1363,0,1,2,1,1,1,0,0,1,0,1,1,0,2,0,0,1
1364,2,0,2,0,1,0,1,1,1,0,1,1,1,3,1,1,0
1365,2,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0
1366,2,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1
1367,2,0,2,0,1,1,1,1,1,1,1,1,0,3,1,1,1
1368,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
1369,0,1,2,1,0,1,0,0,0,1,1,0,1,0,0,0,1
1370,2,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1
1371,0,0,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0
1372,2,1,2,0,1,0,1,1,0,1,1,1,1,3,1,1,1
1373,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1374,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1375,2,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1
1376,2,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
1377,2,1,0,0,1,0,0,1,1,1,1,1,0,3,1,1,1
1378,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1379,2,1,2,0,1,1,1,1,1,0,1,1,1,1,1,1,1
1380,2,1,1,0,0,1,0,0,1,0,0,0,0,2,1,0,0
1381,0,0,1,0,0,1,0,1,1,0,0,0,1,2,1,0,0
1382,0,0,0,1,1,1,0,0,1,0,0,0,1,2,0,0,1
1383,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1
1384,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0
1385,2,1,2,0,1,1,1,0,1,1,1,0,0,3,0,1,0
1386,2,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0
1387,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1388,2,0,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0
1389,2,0,0,1,1,1,1,0,1,0,1,0,0,2,0,0,0
1390,2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
1391,2,0,0,1,0,1,0,0,0,1,0,0,0,2,1,0,0
1392,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1393,2,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1
1394,2,0,2,0,1,0,1,1,1,0,1,1,1,3,1,1,1
1395,0,0,2,1,0,1,0,0,0,0,0,0,0,2,1,0,0
1396,2,1,0,1,1,0,1,1,0,1,1,0,1,2,1,1,1
1397,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1398,2,1,2,1,1,1,1,0,0,1,1,1,1,3,1,1,1
1399,2,1,2,0,1,0,1,1,0,1,1,1,1,3,0,1,0
1400,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1
1401,2,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1
1402,2,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0
1403,2,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0
1404,0,1,2,1,0,1,0,1,0,0,0,0,1,0,0,1,0
1405,0,0,2,1,0,1,0,0,0,1,0,1,0,2,0,0,0
1406,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0
1407,2,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
1408,2,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1
1409,2,1,0,1,1,1,0,1,0,0,0,0,0,2,0,0,1
1410,2,0,2,0,1,0,0,0,1,1,1,1,1,3,1,1,1
1411,2,1,2,0,1,1,0,0,1,1,0,1,1,2,1,1,1
1412,2,1,2,0,1,1,1,1,1,1,1,1,1,3,1,1,0
1413,2,1,2,0,0,0,1,1,1,1,1,1,1,3,0,0,1
1414,2,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
1415,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0
1416,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1417,2,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1
1418,2,1,0,1,0,1,0,0,0,0,0,1,1,2,1,0,0
1419,2,0,2,0,1,1,1,1,1,0,1,0,1,2,1,1,1
1420,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1421,2,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1
1422,0,1,2,0,1,0,0,1,1,1,1,0,1,2,0,1,1
1423,0,1,2,1,1,0,0,1,0,0,0,0,0,2,0,0,1
1424,0,0,2,1,0,0,1,0,1,0,1,0,0,0,1,0,0
1425,0,0,0,1,0,1,0,0,1,1,0,0,1,2,0,0,0
1426,2,0,0,0,0,0,0,1,0,1,1,0,0,2,0,1,0
1427,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0
1428,2,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1
1429,0,0,2,1,1,0,0,0,0,1,1,0,1,0,0,0,1
1430,2,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1
1431,0,1,1,1,0,0,1,1,1,1,1,1,1,3,1,1,1
1432,2,1,2,0,1,1,1,1,1,1,1,1,0,3,1,1,1
1433,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1
1434,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1435,0,0,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0
1436,0,0,1,1,1,1,0,0,0,1,0,1,0,3,0,1,0
1437,2,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
1438,2,1,2,0,0,1,1,1,1,1,1,0,1,1,0,1,0
1439,2,1,2,1,1,0,1,1,1,1,1,1,1,3,1,1,1
1440,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0
1441,2,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1442,2,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
1443,0,0,2,1,0,0,1,0,1,0,0,1,1,0,0,0,0
1444,2,0,0,1,0,1,0,1,1,0,0,0,0,2,0,0,0
1445,2,1,1,0,1,1,0,1,1,1,1,1,1,2,0,1,1
1446,2,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1447,0,0,2,1,0,1,0,0,0,0,1,0,1,2,0,1,0
1448,2,0,2,0,1,0,1,1,1,1,1,1,1,3,0,1,1
1449,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1450,2,1,2,0,0,0,1,1,1,1,1,1,0,3,1,1,1
1451,0,1,0,1,0,1,1,0,0,1,1,0,0,3,0,0,0
1452,2,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0
1453,2,1,2,0,1,0,1,1,1,1,1,0,1,3,1,1,1
1454,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1455,2,1,2,0,1,0,1,1,1,1,1,1,1,3,1,1,1
1456,2,0,0,1,0,1,1,1,0,0,0,0,0,2,0,1,0
1457,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1458,2,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1
1459,2,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1
1460,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0
1461,0,1,2,1,1,0,1,1,1,1,1,1,1,3,0,1,1
1462,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1463,0,0,2,0,1,1,1,0,0,0,0,0,1,0,0,0,1
1464,2,1,2,0,1,1,1,0,1,1,1,1,0,3,1,1,1
1465,2,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1
1466,2,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1
1467,2,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1
1468,0,0,2,1,0,1,0,1,0,0,1,0,0,2,0,0,1
1469,0,0,0,1,0,1,0,0,0,1,0,0,1,2,0,0,0
1470,2,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1
1471,0,0,1,1,1,1,0,0,0,1,0,0,0,2,0,0,0
1472,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0
1473,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1474,2,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1
1475,0,0,2,1,1,0,1,1,1,1,1,1,1,2,1,1,0
1476,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
1477,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0
1478,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1479,2,0,2,0,1,0,1,1,1,1,0,1,1,3,1,1,1
1480,0,0,1,1,0,1,1,0,1,0,0,1,0,2,0,0,0
1481,2,0,2,0,0,0,1,1,1,1,1,0,1,3,1,1,0
1482,2,1,2,0,1,0,1,1,1,1,1,1,0,0,1,1,1
1483,0,0,0,0,1,1,0,1,0,0,0,0,0,2,1,0,0
1484,0,0,0,1,1,1,1,0,0,0,0,0,0,2,1,0,0
1485,2,0,2,0,1,0,0,0,0,1,1,1,0,0,1,1,1
1486,0,0,0,1,0,0,0,0,0,1,0,0,1,3,1,0,0
1487,2,1,2,0,1,1,0,1,1,1,1,1,1,3,1,1,1
1488,2,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1
1489,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1
1490,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1491,2,0,2,1,1,0,1,1,0,0,1,1,1,3,1,1,1
1492,2,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0
1493,0,0,2,1,0,1,1,0,0,0,0,1,1,0,1,1,0
1494,0,0,2,1,0,1,0,0,0,0,1,0,1,3,0,0,0
1495,2,1,2,0,1,0,1,1,0,1,1,0,1,3,1,1,1
1496,2,1,2,0,1,0,1,1,1,1,1,1,0,3,1,0,1
1497,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0
1498,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0
1499,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1
1500,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0
1501,2,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1
1502,2,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1
1503,2,1,2,0,1,0,1,1,0,1,1,1,1,3,0,1,1
1504,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,0,1
1505,2,1,0,0,1,1,0,1,0,1,1,1,1,3,1,1,1
1506,2,1,0,0,1,0,1,1,0,1,1,0,0,3,1,1,1
1507,2,1,2,0,1,0,0,1,1,1,1,1,1,3,1,1,1
1508,2,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1
1509,0,0,0,1,0,1,0,0,1,0,0,0,1,2,0,0,0
1510,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1511,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,1,0
1512,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1513,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,1,0
1514,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1515,2,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1
1516,2,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
1517,2,1,1,1,1,0,0,0,0,0,0,1,1,3,1,1,1
1518,2,0,2,0,1,0,1,1,1,1,1,1,1,3,1,0,1
1519,2,1,2,0,1,0,0,1,0,1,1,1,1,3,1,0,1
1520,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
1521,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1
1522,0,0,2,1,0,0,0,0,1,1,0,0,1,0,1,0,0
1523,0,0,2,0,0,1,1,0,0,0,0,0,1,3,0,1,0
1524,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1525,2,0,0,1,0,1,0,0,0,0,1,0,0,2,0,1,0
1526,2,0,2,0,1,0,1,1,0,1,1,1,1,2,1,1,1
1527,2,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1
1528,2,1,2,1,1,0,1,1,1,1,1,1,1,3,1,1,1
1529,0,0,2,1,1,1,0,0,0,0,1,0,0,2,1,0,0
1530,2,1,2,1,1,0,1,1,0,1,1,0,1,1,1,1,1
1531,2,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1532,2,0,2,1,1,0,1,0,0,1,1,1,1,1,1,1,1
1533,0,0,1,1,0,1,1,0,0,0,0,0,1,2,0,0,0
1534,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1535,2,1,2,1,1,0,1,1,1,1,1,1,1,3,1,1,1
1536,2,1,0,0,1,0,1,1,1,1,1,1,1,3,1,1,1
1537,2,0,0,0,0,1,1,0,0,0,0,1,0,2,1,0,0
1538,0,0,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0
1539,2,1,2,0,1,0,1,1,1,1,1,1,1,3,1,1,1
1540,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1541,2,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0
1542,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0
1543,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1544,2,1,2,1,1,0,1,1,1,1,1,1,1,3,1,1,1
1545,2,1,2,1,0,1,0,0,0,0,0,1,0,2,0,1,0
1546,2,0,2,0,1,0,1,1,1,1,1,1,1,3,1,1,1
1547,2,1,1,1,0,1,1,1,0,1,1,1,1,3,1,1,1
1548,2,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,1
1549,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
1550,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1551,0,0,2,1,0,1,0,1,0,0,0,1,0,0,0,0,1
1552,2,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1
1553,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1554,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1555,0,0,0,1,0,1,1,0,1,1,0,0,0,2,1,0,0
1556,0,0,2,1,0,1,0,0,1,1,0,0,0,0,0,1,0
1557,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1558,2,0,2,0,1,0,0,1,1,0,1,0,1,3,1,1,1
1559,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0
1560,2,0,2,0,1,1,1,1,1,1,1,1,1,3,1,1,1
1561,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
1562,2,1,2,1,0,0,1,1,1,1,1,1,1,3,1,1,1
1563,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1564,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
1565,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
1566,2,0,0,1,0,1,0,0,0,0,1,0,0,2,0,1,1
1567,2,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0
1568,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1
1569,0,1,0,1,0,1,0,0,1,0,0,0,1,2,1,0,1
1570,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1571,2,1,2,1,1,0,1,0,1,1,1,1,1,0,1,0,0
1572,2,0,1,0,0,1,0,0,1,1,0,1,1,2,0,1,1
1573,2,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0
1574,2,1,2,1,1,1,1,1,0,1,1,1,1,3,1,0,0
1575,2,0,0,1,1,1,1,0,1,0,0,0,1,2,0,0,0
1576,2,0,2,0,1,0,1,1,1,1,1,0,1,1,1,0,1
1577,2,1,2,1,1,0,1,1,0,1,1,0,1,3,1,1,0
1578,0,0,2,0,0,0,0,1,1,0,0,0,0,2,0,0,0
1579,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1580,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1
1581,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1582,2,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
1583,2,1,2,1,0,1,1,0,0,0,0,1,0,2,0,0,0
1584,2,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
